athlete_id,sport,age,gender,training_years,vo2_max,hrv,lactate_threshold,stride_length,cadence,force_application,performance_score,adaptability_score,skiing_potential
A2658,running,26,F,13,50.5,74.1,76.1,1.29,184,374.3,9.32,5.23,74.9
A2659,cycling,21,M,9,74.3,84.2,83.2,0.85,168,234.0,9.3,8.94,68.1
A2660,running,23,M,12,54.8,63.6,75.6,1.19,166,370.3,8.96,7.73,73.0
A2661,cycling,33,F,10,70.6,60.4,85.3,0.99,184,354.6,7.24,9.14,85.4
A2662,rowing,19,M,7,64.0,60.7,72.4,1.23,196,322.2,7.15,6.07,88.7
A2663,rowing,35,M,8,56.6,76.3,85.3,1.25,198,370.0,8.17,8.55,74.8
A2664,rowing,27,F,3,53.2,69.1,78.8,1.44,162,266.1,7.08,7.1,66.1
A2665,rowing,34,M,6,62.4,66.3,87.1,1.09,163,233.2,9.71,5.38,65.6
A2666,running,30,M,15,60.2,84.6,84.8,1.18,179,231.4,7.06,8.76,92.5
A2667,cycling,35,M,10,67.5,99.8,77.5,0.99,197,254.1,7.09,8.81,86.1
A2668,cycling,30,M,6,72.6,67.1,88.1,1.0,192,289.2,7.5,6.35,89.1
A2669,cycling,34,F,13,70.1,81.9,75.7,0.83,166,375.2,8.88,9.58,79.5
A2670,rowing,22,M,1,56.9,64.8,89.3,1.0,186,217.9,8.62,8.82,78.3
A2671,rowing,28,F,6,72.0,97.4,85.3,0.84,164,383.0,8.98,6.53,68.4
A2672,cycling,24,M,13,70.8,71.7,89.8,1.47,167,385.1,9.68,6.2,66.7
A2673,rowing,27,F,14,73.2,95.1,71.1,1.24,197,345.4,8.36,7.2,66.2
A2674,cycling,34,F,3,61.5,71.3,75.5,0.92,163,380.1,7.13,6.46,99.7
A2675,cycling,32,F,11,69.2,92.2,84.8,0.88,163,354.0,9.29,6.09,92.8
A2676,cycling,35,M,3,64.8,68.4,88.4,1.06,194,305.7,9.44,7.0,85.0
A2677,cycling,19,M,3,57.8,71.7,70.6,1.02,182,320.2,7.15,5.13,68.6
A2678,cycling,21,M,10,74.9,67.7,70.0,1.0,187,325.6,7.73,7.01,73.5
A2679,cycling,20,F,11,51.0,70.6,75.1,1.13,160,225.4,9.31,6.11,74.0
A2680,cycling,24,M,15,54.1,93.4,87.1,1.44,160,238.6,8.13,6.32,79.1
A2681,rowing,35,M,11,72.3,85.6,85.3,1.2,197,304.7,8.42,5.41,76.9
A2682,cycling,27,M,15,51.5,76.2,76.8,1.16,175,223.0,9.47,7.94,97.4
A2683,cycling,24,M,10,72.2,98.9,70.0,1.36,152,393.0,7.28,7.36,88.8
A2684,rowing,25,F,11,67.9,78.6,81.1,0.8,174,301.4,9.03,8.75,63.3
A2685,rowing,23,F,8,50.9,98.8,74.8,0.94,166,276.0,7.64,9.94,74.4
A2686,rowing,18,M,13,60.7,67.9,84.9,1.15,171,231.5,7.19,5.6,65.3
A2687,cycling,21,M,5,68.9,96.2,78.9,1.29,178,283.3,8.99,6.36,71.2
A2688,running,31,M,4,64.6,60.6,83.6,1.14,195,260.5,7.36,8.41,98.4
A2689,running,34,F,13,73.4,81.8,87.0,0.91,175,217.6,9.24,6.19,88.2
A2690,rowing,35,M,9,71.7,76.9,80.7,1.45,183,393.4,7.61,5.15,60.3
A2691,running,28,F,9,58.3,81.0,76.7,1.03,175,253.0,7.15,5.55,73.2
A2692,rowing,31,F,1,52.1,82.1,85.4,1.35,158,338.1,7.3,7.17,77.5
A2693,cycling,26,M,2,73.6,75.6,75.3,1.42,189,218.3,9.52,7.15,84.1
A2694,running,32,M,8,62.9,99.9,87.8,1.04,160,382.6,8.11,9.86,80.0
A2695,cycling,29,M,5,51.9,99.1,71.4,1.39,156,318.2,7.91,7.33,62.8
A2696,running,27,F,7,70.4,98.5,86.7,1.3,179,331.4,8.47,8.39,80.6
A2697,cycling,23,F,1,71.7,99.2,71.8,1.43,151,356.4,8.9,7.46,65.2
A2698,running,23,M,12,66.0,91.7,71.1,0.98,179,321.2,7.11,6.35,80.8
A2699,cycling,25,F,10,61.2,99.5,77.3,1.45,153,214.2,9.69,5.53,69.8
A2700,cycling,18,M,12,66.6,95.7,89.1,0.85,163,285.9,9.88,9.3,65.8
A2701,running,34,M,5,67.7,76.6,89.7,1.36,162,252.4,8.25,5.76,71.5
A2702,cycling,34,F,11,72.3,91.4,74.0,1.1,174,297.3,8.24,5.48,64.0
A2703,cycling,32,F,12,73.9,96.5,73.0,0.92,162,280.9,9.64,6.07,71.4
A2704,cycling,24,F,3,62.9,88.5,77.1,0.86,162,365.3,8.29,5.01,94.7
A2705,running,20,F,10,70.0,76.9,76.7,1.07,186,249.4,9.57,5.36,72.3
A2706,running,28,M,12,74.1,62.6,85.2,1.07,193,240.3,7.09,8.18,78.8
A2707,cycling,26,M,12,53.8,92.4,78.9,0.96,155,391.6,8.47,6.22,80.8
A2708,cycling,27,M,14,50.5,98.1,85.6,0.95,175,389.9,9.86,6.69,67.1
A2709,running,19,F,2,71.7,74.5,85.0,1.08,163,398.7,7.76,9.18,77.7
A2710,running,18,M,2,54.9,66.1,81.6,1.09,157,313.7,7.8,8.86,94.1
A2711,cycling,33,F,9,51.1,73.1,86.7,1.11,173,222.6,8.89,7.46,63.2
A2712,cycling,35,F,13,54.0,83.3,73.9,1.41,171,376.0,9.78,8.06,96.9
A2713,cycling,34,F,4,59.6,72.7,73.2,1.23,189,229.0,7.6,5.43,94.8
A2714,rowing,23,M,4,55.5,84.4,85.0,0.81,188,231.1,9.76,8.81,94.2
A2715,running,31,F,7,57.6,98.7,74.9,1.16,198,238.7,8.99,7.58,67.9
A2716,rowing,32,F,10,74.4,86.8,70.1,1.33,170,330.7,9.98,7.85,79.4
A2717,running,31,F,10,67.6,74.5,88.2,0.84,192,221.4,9.21,8.33,84.6
A2718,running,20,F,13,67.8,97.4,82.5,1.1,175,355.7,9.0,7.5,64.0
A2719,running,29,F,2,52.4,82.6,78.9,1.12,159,211.7,9.44,7.61,82.3
A2720,running,19,F,3,68.3,65.1,84.5,1.47,162,222.1,7.53,7.5,93.6
A2721,running,20,F,3,68.5,80.0,76.7,1.13,191,286.9,9.84,7.48,97.5
A2722,running,35,F,6,66.5,86.1,89.1,1.32,163,275.8,7.5,8.75,71.1
A2723,running,18,F,3,55.7,93.5,71.4,1.01,158,397.9,7.08,7.14,71.5
A2724,rowing,23,F,11,60.6,97.5,82.8,1.35,156,393.4,9.09,5.01,70.8
A2725,cycling,22,F,5,71.2,72.7,85.5,1.03,188,237.9,7.55,8.06,66.1
A2726,cycling,18,F,4,66.8,66.2,79.4,1.1,180,389.3,9.28,9.76,77.2
A2727,rowing,18,M,3,68.3,63.0,85.1,1.14,199,338.5,9.39,6.28,91.4
A2728,rowing,33,M,8,64.7,89.5,88.5,1.45,165,281.8,7.71,9.08,88.5
A2729,rowing,29,F,14,61.2,91.8,84.9,0.84,157,347.9,7.26,7.28,96.0
A2730,rowing,25,F,10,69.0,76.4,76.2,0.94,197,380.0,8.5,8.21,74.2
A2731,running,33,F,3,51.7,75.8,81.2,1.29,200,236.0,9.67,9.45,82.9
A2732,cycling,18,M,6,66.8,98.2,88.2,1.2,164,239.2,9.54,8.86,90.7
A2733,running,21,M,13,74.9,96.7,79.0,0.98,174,281.7,7.35,9.42,95.9
A2734,cycling,27,M,15,69.5,69.3,83.6,1.0,196,233.8,9.89,5.05,94.9
A2735,cycling,28,F,7,57.3,91.2,79.3,1.06,187,272.1,7.79,5.94,78.6
A2736,rowing,34,F,7,56.9,84.9,72.4,1.12,190,329.1,8.05,7.12,96.3
A2737,running,24,F,2,66.7,66.2,71.2,1.37,164,362.6,7.45,9.24,77.8
A2738,rowing,29,F,14,72.4,74.3,89.0,0.81,174,260.4,8.13,9.19,96.1
A2739,running,24,M,3,64.4,67.1,82.3,1.43,156,256.3,8.91,5.93,91.1
A2740,cycling,29,F,12,63.2,71.8,72.1,1.09,175,355.9,8.52,5.71,68.9
A2741,rowing,32,M,10,54.0,84.6,87.1,0.96,157,276.2,9.48,9.17,97.2
A2742,rowing,19,M,10,67.9,75.0,80.5,1.16,167,363.7,8.92,7.71,69.7
A2743,cycling,31,F,15,67.6,75.8,85.4,1.26,170,398.7,7.79,8.13,96.3
A2744,cycling,30,M,4,74.2,81.6,72.5,0.83,165,395.9,8.67,9.05,84.6
A2745,cycling,21,M,7,57.5,63.5,88.1,1.3,196,332.5,7.19,6.06,86.7
A2746,rowing,31,M,2,68.9,89.6,81.8,1.33,152,275.0,8.74,5.68,64.4
A2747,running,31,M,3,60.9,76.1,84.8,0.92,150,213.1,8.17,9.3,62.6
A2748,rowing,33,F,7,64.0,79.2,70.6,0.92,162,347.6,7.3,5.56,98.7
A2749,running,24,F,7,70.4,99.0,76.3,0.94,181,395.6,7.92,5.44,73.5
A2750,rowing,19,M,15,55.5,73.8,75.3,1.36,161,213.6,9.69,6.39,93.8
A2751,rowing,27,F,10,58.6,85.9,89.0,0.99,180,201.2,8.76,6.58,88.2
A2752,cycling,35,M,3,69.3,75.7,73.7,1.36,190,366.4,9.71,6.21,84.2
A2753,running,34,F,12,64.3,95.8,84.1,1.18,151,220.5,8.23,8.71,87.4
A2754,rowing,22,F,1,52.3,93.9,70.9,1.34,190,216.3,9.94,9.87,63.6
A2755,rowing,29,F,12,60.8,69.7,74.0,1.19,157,382.1,8.08,6.0,76.5
A2756,cycling,23,F,3,64.7,87.7,76.8,1.04,174,215.9,9.27,8.91,84.3
A2757,cycling,26,F,5,72.7,62.6,85.9,1.44,154,222.8,7.92,5.22,94.7
A2758,running,18,M,7,54.7,98.5,85.8,1.3,194,313.9,7.32,5.59,88.6
A2759,rowing,32,F,4,70.1,74.0,89.1,1.14,151,351.4,9.5,7.58,70.1
A2760,running,23,M,13,53.3,93.3,88.3,1.25,191,279.9,9.29,10.0,99.4
A2761,rowing,35,M,13,56.1,72.7,71.6,1.23,187,284.1,9.46,9.75,85.7
A2762,running,23,F,11,56.1,85.3,86.6,1.05,188,326.5,7.9,5.56,80.1
A2763,cycling,30,M,11,71.9,99.3,79.0,1.1,152,301.1,9.11,6.2,91.3
A2764,rowing,18,F,15,55.0,95.1,87.3,1.02,195,203.7,7.66,9.73,84.1
A2765,running,30,M,1,69.7,66.4,71.8,1.5,197,222.7,7.03,5.75,88.4
A2766,cycling,24,M,6,61.5,81.9,86.5,1.21,187,316.3,9.6,8.71,84.7
A2767,cycling,32,F,2,75.0,73.9,73.2,0.86,171,358.7,8.57,5.01,67.2
A2768,running,29,F,12,71.0,77.4,76.7,1.16,189,352.6,9.95,8.16,81.7
A2769,rowing,18,F,3,68.5,73.4,70.6,0.83,182,348.0,8.16,7.47,71.3
A2770,rowing,32,F,4,71.8,73.4,72.5,1.0,181,354.3,9.87,7.36,82.8
A2771,cycling,21,M,6,65.9,81.7,78.9,1.11,196,208.9,8.85,9.15,65.0
A2772,rowing,30,F,6,71.1,67.7,86.4,1.17,166,379.0,8.54,5.4,69.3
A2773,rowing,22,M,7,56.5,81.5,85.5,1.48,167,377.9,7.91,6.89,92.3
A2774,rowing,19,M,5,52.4,71.2,74.7,1.49,152,306.4,9.48,7.23,76.2
A2775,cycling,18,M,7,65.4,71.6,73.0,0.87,155,249.7,9.49,5.62,87.0
A2776,running,33,M,2,60.9,89.5,77.8,1.18,198,318.4,8.25,5.43,79.9
A2777,rowing,23,M,1,60.7,61.2,87.7,1.37,162,311.6,9.18,5.9,73.6
A2778,cycling,33,M,12,63.2,75.2,71.8,0.97,180,244.6,8.34,6.21,79.8
A2779,cycling,31,F,10,59.0,76.3,80.9,1.33,166,320.6,9.22,9.83,92.5
A2780,running,20,M,8,65.7,79.4,71.8,1.42,170,359.5,9.98,7.38,71.3
A2781,rowing,32,M,1,50.8,86.8,79.4,1.26,165,361.2,7.79,7.55,76.9
A2782,rowing,20,M,12,74.2,74.8,72.5,1.03,166,211.9,8.9,8.53,68.1
A2783,running,19,F,2,73.1,68.5,71.6,1.45,181,239.4,8.14,8.42,74.0
A2784,running,18,F,11,73.4,95.4,73.8,1.42,150,333.6,8.65,7.51,95.4
A2785,cycling,26,M,12,59.1,99.2,75.1,1.3,197,372.0,9.62,6.7,91.4
A2786,cycling,26,F,10,63.3,60.8,75.5,1.05,187,304.2,8.04,6.66,74.9
A2787,running,24,M,6,73.9,81.9,82.9,1.35,157,341.5,7.22,5.29,65.3
A2788,rowing,20,F,1,72.6,73.7,71.1,1.02,150,204.2,9.4,9.5,76.8
A2789,cycling,35,M,10,69.8,71.1,71.6,0.98,151,321.7,8.67,8.85,90.9
A2790,cycling,28,F,3,60.2,73.4,73.8,1.16,196,392.4,8.35,8.12,61.8
A2791,rowing,24,F,7,64.1,85.6,87.4,1.5,186,332.2,7.55,6.98,89.8
A2792,cycling,26,F,12,69.8,67.6,82.6,1.36,173,384.5,7.28,7.91,87.2
A2793,rowing,18,M,8,56.8,96.5,84.6,1.31,176,313.2,7.84,7.43,62.6
A2794,rowing,31,M,4,65.7,78.6,77.4,1.12,169,368.7,9.16,6.37,85.4
A2795,rowing,23,M,12,70.7,73.0,74.3,1.02,196,224.8,8.24,6.49,71.9
A2796,running,24,F,3,67.7,90.6,70.8,1.4,170,224.7,8.71,9.37,67.1
A2797,running,27,F,1,62.0,60.7,79.8,1.2,191,224.0,7.25,8.17,75.4
A2798,running,24,M,12,64.6,77.3,81.5,1.37,186,297.8,7.37,5.01,68.2
A2799,rowing,19,F,9,74.7,74.2,87.9,1.14,184,266.1,7.03,6.63,93.0
A2800,rowing,21,M,10,65.0,73.5,87.6,1.33,187,343.8,9.02,6.7,89.7
A2801,running,34,M,6,69.6,73.5,78.5,1.41,164,380.5,7.79,8.53,99.2
A2802,cycling,18,M,6,68.2,61.3,78.5,1.07,199,323.9,9.9,8.5,81.4
A2803,rowing,27,M,9,67.5,66.1,73.2,0.81,195,242.6,7.93,7.32,63.6
A2804,cycling,32,F,1,67.9,65.7,75.1,0.98,191,386.2,8.09,9.75,74.7
A2805,cycling,27,F,6,61.4,99.5,88.5,1.44,179,305.6,8.41,9.36,93.5
A2806,rowing,29,F,12,61.9,60.9,72.8,1.28,153,344.0,7.96,9.33,75.9
A2807,rowing,33,M,5,61.7,66.7,89.4,1.32,192,378.1,9.45,6.74,78.2
A2808,cycling,26,F,13,50.8,99.0,80.1,1.03,188,398.0,9.63,7.15,76.5
A2809,cycling,32,M,11,56.0,85.1,79.1,1.29,164,301.2,7.03,7.09,69.4
A2810,running,34,M,15,53.9,78.0,73.5,1.25,172,361.6,8.96,7.2,62.9
A2811,running,31,M,6,72.2,63.2,83.2,0.92,190,313.4,9.06,9.45,67.2
A2812,rowing,35,M,14,56.9,86.8,79.2,1.48,164,297.3,9.88,6.25,74.6
A2813,running,19,M,11,53.5,65.5,77.4,1.05,175,307.5,8.11,9.01,69.8
A2814,running,21,M,8,53.0,86.8,75.3,1.03,161,296.9,7.59,7.57,82.9
A2815,running,35,F,5,67.5,99.2,71.3,1.06,167,284.2,8.56,6.25,84.6
A2816,running,24,F,2,50.2,81.3,80.4,0.86,155,344.7,8.34,7.64,82.8
A2817,cycling,30,F,12,61.8,68.6,76.3,1.24,167,249.9,9.38,5.98,63.4
A2818,rowing,32,F,12,53.0,85.0,84.2,0.97,199,323.3,9.71,5.54,86.7
A2819,running,18,M,2,71.2,80.5,84.5,1.36,173,342.6,7.26,9.19,75.4
A2820,cycling,28,M,10,74.0,81.3,76.6,1.08,187,378.4,9.54,8.5,95.1
A2821,cycling,27,F,5,74.0,79.1,83.4,1.12,177,266.4,9.73,6.02,81.0
A2822,cycling,22,F,3,61.0,86.9,75.2,1.25,164,372.1,9.77,9.71,63.4
A2823,running,33,F,10,66.1,82.9,84.5,1.33,168,389.1,9.29,5.12,60.4
A2824,running,28,F,3,65.0,99.5,70.3,0.96,154,329.7,9.23,6.67,88.1
A2825,rowing,23,F,8,58.8,93.0,73.0,1.48,153,354.3,7.04,5.11,76.0
A2826,running,26,F,7,61.1,70.6,74.9,1.24,166,281.1,9.76,5.71,71.5
A2827,running,30,F,1,51.6,89.0,85.5,0.8,159,390.4,8.05,5.9,77.9
A2828,cycling,25,F,12,69.9,68.6,71.3,1.09,161,334.2,7.12,9.05,62.9
A2829,rowing,31,M,13,56.0,91.3,73.8,1.11,154,262.0,8.24,9.97,75.7
A2830,running,18,M,12,61.5,65.9,77.2,1.37,156,280.9,9.2,9.34,72.6
A2831,running,34,M,5,62.0,78.9,70.2,1.01,193,323.6,8.33,8.18,92.0
A2832,cycling,22,M,9,64.0,91.6,85.2,1.03,172,246.8,9.27,8.61,67.0
A2833,cycling,19,F,4,70.4,71.2,81.2,0.85,151,350.8,8.53,7.61,90.3
A2834,running,26,M,1,67.3,93.5,88.0,1.0,179,244.9,7.9,7.11,80.0
A2835,rowing,21,F,8,66.6,85.8,70.6,1.3,198,318.4,7.61,8.46,63.3
A2836,rowing,34,M,5,63.2,75.9,75.4,1.24,194,339.4,8.26,9.87,98.8
A2837,cycling,34,F,2,52.4,76.9,84.6,0.86,186,371.9,7.11,5.14,89.4
A2838,cycling,35,F,15,60.1,97.0,83.5,0.88,154,346.8,8.27,6.57,70.4
A2839,running,33,M,12,73.9,68.7,74.9,1.06,169,359.8,7.21,6.65,83.3
A2840,cycling,25,M,1,74.9,87.7,81.9,1.32,175,382.6,9.63,7.07,96.0
A2841,running,28,F,14,68.3,88.3,85.9,1.38,193,319.6,8.73,8.13,97.2
A2842,rowing,35,F,12,55.7,96.9,70.7,0.81,193,369.3,8.94,7.57,89.2
A2843,rowing,27,F,12,52.5,88.5,84.4,1.03,188,246.4,7.87,5.09,89.1
A2844,running,30,M,12,60.4,83.4,75.0,1.1,155,362.9,7.68,7.06,71.1
A2845,cycling,34,M,3,71.4,96.1,89.0,1.44,178,244.3,9.12,8.1,99.6
A2846,rowing,35,F,9,68.0,93.2,80.8,1.15,159,386.9,9.01,7.52,69.7
A2847,cycling,27,M,1,72.1,88.7,70.7,0.99,200,266.0,7.37,9.36,63.6
A2848,rowing,33,F,4,65.4,61.3,78.1,1.07,165,234.4,7.72,6.99,99.1
A2849,running,22,M,8,53.3,74.9,89.3,1.11,183,229.6,9.84,5.06,66.1
A2850,running,30,M,8,52.9,85.3,84.6,1.27,180,237.5,7.91,6.42,80.9
A2851,running,35,M,10,51.2,80.9,76.0,0.83,185,289.5,7.08,5.68,78.7
A2852,rowing,34,M,12,64.2,72.8,81.5,1.07,190,304.4,7.19,6.25,93.9
A2853,cycling,26,M,11,56.1,65.8,82.0,1.25,154,382.8,9.33,6.81,75.9
A2854,cycling,31,F,13,68.4,82.1,70.5,1.0,182,276.2,9.27,8.38,80.1
A2855,cycling,34,F,11,67.2,71.4,73.6,1.21,192,243.5,8.15,6.62,61.7
A2856,rowing,21,M,8,58.0,69.3,81.0,1.05,168,348.8,7.46,9.42,68.3
A2857,rowing,35,F,10,54.4,76.0,78.1,1.33,181,226.9,8.49,6.5,93.3
A2858,rowing,32,F,8,52.6,91.4,73.8,0.84,172,378.5,8.0,5.68,79.1
A2859,rowing,28,M,4,68.4,79.5,85.5,1.44,152,281.9,8.12,5.84,69.2
A2860,rowing,29,F,8,61.3,68.7,79.8,0.92,150,322.8,7.78,9.67,74.8
A2861,cycling,26,M,9,58.1,64.7,76.2,0.91,185,237.2,7.19,7.27,71.4
A2862,rowing,30,F,7,71.4,80.0,73.2,1.39,190,229.1,9.37,7.02,82.2
A2863,rowing,32,F,14,64.8,91.8,82.2,1.41,177,359.8,8.85,5.34,62.1
A2864,cycling,32,F,12,63.0,86.1,83.3,0.87,197,285.9,9.5,8.67,69.0
A2865,rowing,22,F,2,68.6,69.3,83.4,1.44,188,397.3,8.51,8.47,74.2
A2866,cycling,31,F,9,70.4,77.5,74.4,0.99,154,304.9,9.95,6.88,97.1
A2867,cycling,34,F,11,67.2,94.2,81.9,1.23,162,369.1,9.89,8.46,84.9
A2868,running,35,F,8,61.0,67.1,88.1,0.85,160,396.0,7.82,6.84,80.2
A2869,running,20,M,13,59.5,81.3,77.1,1.07,195,256.2,8.16,5.37,67.6
A2870,running,19,M,5,69.3,74.2,74.2,1.12,171,360.2,9.26,8.69,82.3
A2871,running,18,M,15,62.9,65.0,85.4,1.22,198,204.4,9.33,9.83,97.2
A2872,rowing,27,M,12,67.6,62.0,73.5,1.17,172,336.0,9.73,8.24,82.7
A2873,running,34,F,3,72.3,82.2,75.1,1.12,161,349.0,8.96,6.38,66.6
A2874,cycling,29,F,7,72.9,60.8,72.0,1.47,170,295.5,8.43,6.35,99.9
A2875,rowing,18,F,14,56.9,64.1,75.4,0.93,168,232.4,8.13,9.64,80.0
A2876,running,29,M,14,54.7,73.9,78.2,0.91,154,323.3,8.26,6.52,72.8
A2877,cycling,34,M,15,56.5,61.7,71.3,1.3,173,379.5,9.55,8.84,80.1
A2878,rowing,20,M,2,68.8,76.0,87.4,0.85,179,386.3,9.94,8.21,70.5
A2879,rowing,28,F,13,59.3,65.2,80.3,1.14,157,349.2,7.16,7.96,61.2
A2880,running,34,M,3,54.3,74.0,81.8,1.14,151,252.7,8.74,5.91,95.6
A2881,rowing,20,F,12,52.5,91.6,77.4,1.02,198,374.1,8.56,5.17,77.2
A2882,cycling,25,M,9,58.2,85.1,83.4,1.45,183,377.8,8.13,7.44,90.1
A2883,rowing,21,F,4,53.4,77.8,78.6,1.0,172,273.4,9.55,9.94,98.9
A2884,cycling,24,M,4,53.9,63.7,85.2,1.0,152,236.6,8.73,5.98,85.3
A2885,rowing,31,F,3,67.1,84.8,86.4,0.96,173,374.9,7.94,7.68,87.7
A2886,running,31,M,5,50.5,66.5,83.4,0.9,167,377.0,8.33,8.35,97.7
A2887,cycling,21,M,3,52.9,63.1,79.8,1.05,196,220.2,8.07,7.42,80.7
A2888,rowing,33,F,9,71.1,86.6,85.6,1.28,186,393.4,8.29,7.53,72.8
A2889,rowing,18,F,15,71.1,96.5,79.9,1.32,198,306.6,7.21,8.31,96.9
A2890,rowing,34,M,3,58.2,78.4,72.2,1.37,180,398.7,7.34,9.07,62.8
A2891,cycling,27,F,2,52.2,61.6,72.3,0.94,163,289.0,8.87,6.67,68.6
A2892,cycling,33,M,12,67.6,95.2,89.0,0.82,150,306.7,9.05,9.5,73.7
A2893,cycling,33,F,5,59.0,62.7,74.3,1.48,163,253.2,8.91,7.42,91.3
A2894,running,25,M,6,51.1,94.7,86.3,0.81,190,379.8,9.29,8.31,96.2
A2895,running,24,F,1,53.9,75.7,74.9,1.47,154,288.7,9.83,5.53,78.1
A2896,cycling,23,M,14,53.4,74.6,78.6,1.38,180,362.9,9.58,7.46,71.4
A2897,rowing,33,M,12,64.7,81.7,83.1,1.44,180,215.9,8.26,5.08,74.1
A2898,running,33,M,11,72.5,98.3,73.2,1.07,179,357.6,7.65,6.96,86.3
A2899,cycling,24,F,6,69.8,95.9,84.7,0.94,185,298.0,7.94,5.27,66.3
A2900,rowing,26,M,10,63.7,78.8,83.8,1.22,150,201.1,8.76,9.48,81.9
A2901,running,31,F,3,60.6,87.8,80.9,1.32,152,245.3,9.57,8.36,83.5
A2902,rowing,28,F,4,65.5,83.2,81.3,0.89,169,238.7,9.11,8.96,88.3
A2903,rowing,31,F,6,61.1,87.7,72.1,1.36,192,350.4,8.63,7.34,84.2
A2904,rowing,24,M,8,56.2,93.2,78.7,0.95,197,295.4,8.81,9.26,63.9
A2905,rowing,18,F,15,67.0,61.4,71.7,1.14,192,231.9,8.58,9.37,87.6
A2906,running,30,F,9,71.8,73.0,76.2,1.4,170,251.4,9.91,6.78,60.9
A2907,running,20,F,6,59.3,98.4,88.0,0.94,179,300.8,9.45,6.88,75.6
A2908,running,21,M,7,71.0,98.0,81.5,0.97,191,203.9,9.34,7.54,76.7
A2909,cycling,28,F,15,60.8,60.4,84.9,0.84,193,284.8,8.55,5.21,64.7
A2910,running,19,F,14,60.0,68.1,81.5,0.9,179,335.6,8.0,9.98,60.4
A2911,rowing,31,F,5,50.7,99.8,73.9,0.9,154,303.6,7.06,6.8,62.8
A2912,running,29,F,14,67.4,79.7,81.9,0.94,159,319.6,7.13,7.35,77.9
A2913,rowing,34,M,12,70.2,82.9,85.1,1.0,173,265.3,7.09,8.77,69.6
A2914,cycling,29,M,15,66.6,66.7,72.8,1.37,194,236.6,9.94,6.49,62.8
A2915,rowing,29,F,9,53.8,95.8,86.3,1.44,200,361.9,7.34,6.01,70.3
A2916,rowing,18,F,4,52.6,69.3,81.1,1.08,188,381.1,7.43,5.64,81.2
A2917,rowing,30,F,10,64.3,67.6,70.1,0.89,197,302.1,8.45,7.64,89.7
A2918,cycling,31,F,11,60.0,69.1,80.4,0.96,155,261.0,8.44,5.03,76.5
A2919,running,19,M,6,60.7,96.8,77.9,1.32,159,302.2,9.76,8.55,84.5
A2920,running,29,M,5,74.2,88.1,75.9,1.27,191,375.8,7.22,7.31,83.9
A2921,cycling,33,M,1,68.1,90.7,85.4,1.48,192,338.3,9.87,7.66,95.9
A2922,rowing,21,M,5,60.3,75.1,88.0,0.81,159,371.7,7.65,6.32,67.2
A2923,running,25,F,13,50.5,96.4,85.3,1.33,174,265.7,9.91,5.89,79.1
A2924,cycling,19,F,5,50.9,91.6,86.9,1.15,163,342.4,8.62,8.5,85.3
A2925,running,27,M,14,67.1,90.0,88.2,1.43,196,330.6,8.96,6.05,80.8
A2926,cycling,26,M,9,70.9,98.8,88.3,1.2,188,314.3,7.95,8.9,78.0
A2927,rowing,32,F,1,67.7,74.6,72.3,1.11,162,305.6,8.84,6.02,98.9
A2928,running,30,F,15,60.1,84.4,79.1,1.27,160,310.2,9.13,8.06,97.7
A2929,cycling,34,F,5,50.8,96.4,70.0,1.38,188,369.9,7.03,8.22,84.5
A2930,running,33,F,15,74.2,91.6,80.1,1.0,160,383.2,7.1,7.53,77.6
A2931,running,19,F,7,74.7,82.5,88.5,0.88,195,222.6,9.96,9.98,90.2
A2932,running,31,M,11,63.7,63.0,74.0,1.1,198,313.8,8.37,6.88,80.5
A2933,running,20,M,6,51.8,86.1,82.8,0.95,165,383.7,9.81,9.42,99.8
A2934,cycling,29,F,6,63.5,81.1,82.9,1.1,182,226.9,9.19,5.85,87.4
A2935,rowing,25,F,12,72.3,67.4,73.2,1.49,190,282.6,8.12,6.69,62.7
A2936,cycling,19,M,7,67.0,95.3,74.8,1.2,190,217.8,7.45,5.73,76.1
A2937,cycling,21,F,6,68.0,73.7,79.2,1.29,181,222.7,9.93,8.02,89.2
A2938,cycling,31,M,5,52.1,75.5,73.8,1.27,159,380.8,8.75,8.19,93.7
A2939,rowing,33,M,10,52.7,86.9,81.7,1.37,200,289.2,7.58,7.27,92.5
A2940,running,19,M,5,53.2,79.6,79.7,1.46,164,337.7,9.04,8.6,99.1
A2941,running,29,M,9,72.6,63.6,80.4,1.26,165,227.8,7.28,9.34,79.6
A2942,running,31,F,14,63.1,75.5,72.7,1.13,192,204.4,9.6,8.88,65.6
A2943,rowing,23,F,8,69.8,63.8,80.3,1.02,176,378.1,7.27,6.21,86.1
A2944,running,30,M,14,52.9,67.6,71.0,1.05,198,314.9,7.71,6.6,62.8
A2945,rowing,21,F,12,73.2,60.3,87.6,1.03,200,204.0,7.27,6.9,98.9
A2946,running,35,F,15,70.5,67.3,76.9,1.03,194,398.5,7.31,6.02,90.3
A2947,running,29,F,10,55.6,73.2,87.1,1.29,181,298.4,8.57,6.81,99.3
A2948,cycling,25,F,14,71.9,81.5,84.0,1.21,155,295.2,9.06,6.19,75.1
A2949,rowing,24,M,4,56.6,96.8,85.3,0.94,196,324.2,9.37,9.98,60.6
A2950,cycling,33,F,4,55.1,81.6,76.3,1.48,197,201.6,9.09,8.92,80.9
A2951,cycling,23,M,10,56.6,88.2,74.6,1.1,185,313.8,8.09,9.3,64.8
